Component, LCOM2, LCOM3, LCOM5, TCC, LCOM4, LCbC_XScan, MWE, CC
edu.umd.cs.findbugs.classfile.impl.ZipCodeBaseFactory,,,,0,1,0,4.9E-324,5
edu.umd.cs.findbugs.classfile.impl.ZipFileCodeBase,0,0,0,100,1,3,0.007304040563797195,13
edu.umd.cs.findbugs.classfile.impl.ZipFileCodeBaseEntry,0,39,30,46,2,4,0.0076427172474003635,3
edu.umd.cs.findbugs.classfile.impl.ZipInputStreamCodeBase,9,68,67,30,3,5,0.004635998202950761,5
edu.umd.cs.findbugs.classfile.impl.ZipInputStreamCodeBaseEntry,13,60,66,25,2,4,0.0071460221936192015,3
edu.umd.cs.findbugs.config.ProjectFilterSettingsTest,0,61,68,100,1,0,0.009360265581134978,5
edu.umd.cs.findbugs.config.UserPreferencesTest,0,0,0,0,1,0,0.008994141430811124,3
edu.umd.cs.findbugs.config.AnalysisFeatureSetting,0,0,,0,1,0,0.009145062505243728,3
edu.umd.cs.findbugs.config.CommandLine,36,72,73,42,2,0,0.005798391141872642,12
edu.umd.cs.findbugs.config.ProjectFilterSettings,57,83,87,32,2,0,0.004598690920811424,7
edu.umd.cs.findbugs.config.SortedProperties,,,,0,1,0,0.008674004470168115,2
edu.umd.cs.findbugs.config.UserPreferences,275,89,90,29,3,0,0.0048687835689359355,11
edu.umd.cs.findbugs.detect.AnyMethodReturnValueStreamFactory,0,17,50,100,1,1,0.006015784535570394,2
edu.umd.cs.findbugs.detect.AppendingToAnObjectOutputStream,0,33,50,100,1,2,0.006585203372883406,2
edu.umd.cs.findbugs.detect.AtomicityProblem,0,42,50,100,1,2,0.008015906190172355,5
edu.umd.cs.findbugs.detect.BCPMethodReturnCheck,20,78,87,10,3,2,0.004597132239124949,3
edu.umd.cs.findbugs.detect.BCPMethodReturnCheck,20,78,87,10,3,2,0.004597132239124949,3
edu.umd.cs.findbugs.detect.BadAppletConstructor,2,53,78,33,2,4,0.00954343638634233,2
edu.umd.cs.findbugs.detect.BadResultSetAccess,0,25,,0,1,1,0.022130270408352436,4
edu.umd.cs.findbugs.detect.BadSyntaxForRegularExpression,9,50,0,0,1,1,0.006847163766568252,8
edu.umd.cs.findbugs.detect.BadUseOfReturnValue,0,22,0,100,1,2,0.006804419751545039,2
edu.umd.cs.findbugs.detect.BadlyOverriddenAdapter,0,25,37,100,1,3,0.00884007882041972,2
edu.umd.cs.findbugs.detect.BooleanReturnNull,0,0,0,100,1,2,0.008314773309637091,5
edu.umd.cs.findbugs.detect.BuildCheckReturnAnnotationDatabase,3,83,,0,3,2,0.007836363737664312,10
edu.umd.cs.findbugs.detect.BuildInterproceduralCallGraph,1,50,50,33,2,4,0.005389816557012707,2
edu.umd.cs.findbugs.detect.BuildNonNullAnnotationDatabase,0,70,67,100,2,3,0.006423170104342391,9
edu.umd.cs.findbugs.detect.BuildNonnullReturnDatabase,1,58,87,0,1,0,0.0059143990210931635,2
edu.umd.cs.findbugs.detect.BuildObligationPolicyDatabase,0,72,86,33,2,2,0.004979628017606521,21
edu.umd.cs.findbugs.detect.BuildUnconditionalParamDerefDatabase,0,65,75,0,2,0,0.005287491124285528,12
edu.umd.cs.findbugs.detect.CallToUnsupportedMethod,0,25,0,0,2,3,0.005865524389226485,6
edu.umd.cs.findbugs.detect.CalledMethods,1,42,25,100,2,2,0.004950270221172623,3
edu.umd.cs.findbugs.detect.CbeckMustOverrideSuperAnnotation,0,44,67,100,1,2,0.01056806348424005,3
edu.umd.cs.findbugs.detect.CheckCalls,4,67,100,0,2,3,0.006409154778427661,2
edu.umd.cs.findbugs.detect.CheckExpectedWarnings,15,73,79,0,3,2,0.005180338371815181,29
edu.umd.cs.findbugs.detect.CheckImmutableAnnotation,8,60,,0,4,4,0.008066335523673113,3
edu.umd.cs.findbugs.detect.CheckTypeQualifiers,44,85,87,0,1,2,0.003566434822568078,22
edu.umd.cs.findbugs.detect.CloneIdiom,18,74,68,25,4,7,0.008405924736507309,5
edu.umd.cs.findbugs.detect.ComparatorIdiom,4,50,,0,3,3,0.007026640108572715,3
edu.umd.cs.findbugs.detect.ConfusedInheritance,2,50,50,33,2,2,0.0075602362380863845,2
edu.umd.cs.findbugs.detect.ConfusionBetweenInheritedAndOuterMethod,0,40,50,67,1,4,0.005886599995420139,5
edu.umd.cs.findbugs.detect.CrossSiteScripting,13,79,80,100,1,2,0.006795106348515373,12
edu.umd.cs.findbugs.detect.DeadLocalStoreProperty,,100,,,1,0,4.9E-324,5
edu.umd.cs.findbugs.detect.DoInsideDoPrivileged,0,38,50,67,1,3,0.008186582735515235,3
edu.umd.cs.findbugs.detect.DontCatchIllegalMonitorStateException,2,55,75,33,2,3,0.009128478456330327,2
edu.umd.cs.findbugs.detect.DontUseEnum,3,33,0,100,1,2,0.008576336143960077,2
edu.umd.cs.findbugs.detect.DoomedCodeWarningProperty,,100,,,1,0,4.9E-324,3
edu.umd.cs.findbugs.detect.DroppedException,16,82,90,33,2,3,0.014856088202879413,9
edu.umd.cs.findbugs.detect.DumbMethodInvocations,4,50,50,0,2,3,0.0061887592027595195,4
edu.umd.cs.findbugs.detect.DumbMethods,52,85,83,20,1,5,0.004221013576529748,54
edu.umd.cs.findbugs.detect.DuplicateBranches,52,75,44,33,2,3,0.010299045380206989,4
edu.umd.cs.findbugs.detect.EmptyZipFileEntry,2,50,34,33,2,3,0.007649606014528093,4
edu.umd.cs.findbugs.detect.EqStringTest,0,25,0,100,1,2,0.006005089618021346,3
edu.umd.cs.findbugs.detect.FieldItemSummary,0,33,33,100,1,3,0.0063075044670695855,10
edu.umd.cs.findbugs.detect.FinalizerNullsFields,2,57,58,33,2,4,0.007009069435010142,3
edu.umd.cs.findbugs.detect.FindBadCast,0,33,50,100,1,2,0.006820159126325654,2
edu.umd.cs.findbugs.detect.FindBadCast2,15,71,80,0,2,2,0.004752199429457725,20
edu.umd.cs.findbugs.detect.FindBadEqualsImplementation,8,73,,0,3,2,0.007934032095462267,2
edu.umd.cs.findbugs.detect.FindBadForLoop,0,33,34,100,1,2,0.01058304026709729,2
edu.umd.cs.findbugs.detect.FindBugsSummaryStats,34,78,78,24,3,7,0.00892522891653626,4
edu.umd.cs.findbugs.detect.FindCircularDependencies,7,61,67,67,1,3,0.011686608155181376,3
edu.umd.cs.findbugs.detect.FindDeadLocalStores,39,89,90,0,4,2,0.03386182186848204,17
edu.umd.cs.findbugs.detect.FindDoubleCheck,2,54,25,100,1,2,0.01223016552837271,3
edu.umd.cs.findbugs.detect.FindEmptySynchronizedBlock,0,0,,0,1,1,0.007720093491040443,2
edu.umd.cs.findbugs.detect.FindFieldSelfAssignment,0,50,67,100,1,2,0.013912587737737141,15
edu.umd.cs.findbugs.detect.FindFinalizeInvocations,0,44,62,67,1,3,0.0055569324887789024,2
edu.umd.cs.findbugs.detect.FindFloatEquality,4,60,29,17,1,2,0.006800083566506137,6
edu.umd.cs.findbugs.detect.FindFloatMath,0,0,,0,1,1,0.00720947152589457,2
edu.umd.cs.findbugs.detect.FindHEmismatch,50,80,81,25,2,7,0.21316269114409905,14
edu.umd.cs.findbugs.detect.FindInconsistentSync2,25,87,94,17,2,2,0.0049499296415928965,14
edu.umd.cs.findbugs.detect.FindJSR166LockMonitorenter,8,70,,0,3,4,0.004276002265772913,11
edu.umd.cs.findbugs.detect.FindLocalSelfAssignment2,0,33,20,100,1,2,0.00732334990180496,3
edu.umd.cs.findbugs.detect.FindMaskedFields,3,67,72,40,2,4,0.004438745008822307,5
edu.umd.cs.findbugs.detect.FindMismatchedWaitOrNotify,6,60,100,0,3,3,0.00632301293093378,2
edu.umd.cs.findbugs.detect.FindNakedNotify,0,44,50,67,1,3,0.006519528679944974,2
edu.umd.cs.findbugs.detect.FindNonSerializableStoreIntoSession,0,50,67,0,2,3,0.00676095820269458,5
edu.umd.cs.findbugs.detect.FindNonSerializableValuePassedToWriteObject,0,50,50,0,2,3,0.005173679408787297,4
edu.umd.cs.findbugs.detect.FindNonShortCircuit,9,72,78,33,1,3,0.019735511122358232,2
edu.umd.cs.findbugs.detect.FindNullDeref,0,83,82,48,3,3,0.00586373053388621,55
edu.umd.cs.findbugs.detect.FindNullDerefsInvolvingNonShortCircuitEvaluation,26,81,,0,4,2,0.005394123441618089,3
edu.umd.cs.findbugs.detect.FindOpenStream,22,83,94,5,6,2,0.0029043242730721034,10
edu.umd.cs.findbugs.detect.FindPuzzlers,18,78,75,67,1,3,0.005245881278038603,36
edu.umd.cs.findbugs.detect.FindRefComparison,26,87,88,0,3,5,0.0053879637931808335,57
edu.umd.cs.findbugs.detect.FindReturnRef,1,70,82,50,1,5,0.005013711225246291,6
edu.umd.cs.findbugs.detect.FindRunInvocations,0,42,67,100,1,2,0.012405317514088215,4
edu.umd.cs.findbugs.detect.FindSelfComparison,0,50,57,100,1,2,0.006348697603280708,30
edu.umd.cs.findbugs.detect.FindSelfComparison2,4,40,0,0,2,3,0.004625538262200802,6
edu.umd.cs.findbugs.detect.FindSleepWithLockHeld,11,67,100,0,2,3,0.007560056706262295,3
edu.umd.cs.findbugs.detect.FindSpinLoop,0,47,60,100,1,2,0.01454614127280969,2
edu.umd.cs.findbugs.detect.FindSqlInjection,126,88,86,0,2,3,0.019208193879121507,9
edu.umd.cs.findbugs.detect.FindTwoLockWait,17,71,25,10,3,3,0.004726746836492892,3
edu.umd.cs.findbugs.detect.FindUncalledPrivateMethods,0,50,60,67,1,3,0.009209651410032625,4
edu.umd.cs.findbugs.detect.FindUnconditionalWait,0,38,50,100,1,2,0.006934283351358229,3
edu.umd.cs.findbugs.detect.FindUninitializedGet,4,72,76,52,1,7,0.00555169994407131,12
edu.umd.cs.findbugs.detect.FindUnrelatedTypesInGenericContainer,28,78,62,0,3,3,0.004310040633533959,61
edu.umd.cs.findbugs.detect.FindUnreleasedLock,13,75,50,10,5,2,0.0042219965199561315,5
edu.umd.cs.findbugs.detect.FindUnsatisfiedObligation,3,93,,0,3,1,0.004334545015604541,11
edu.umd.cs.findbugs.detect.FindUnsyncGet,0,55,70,67,1,3,0.013819617089255196,2
edu.umd.cs.findbugs.detect.FindUselessControlFlow,0,50,50,33,2,2,0.006670621816958291,3
edu.umd.cs.findbugs.detect.FormatStringChecker,11,79,83,33,1,2,0.005840879710603733,16
edu.umd.cs.findbugs.detect.HugeSharedStringConstants,2,56,50,100,1,2,0.00550398857118834,3
edu.umd.cs.findbugs.detect.IDivResultCastToDouble,0,60,75,67,1,3,0.0054448274139567415,3
edu.umd.cs.findbugs.detect.IOStreamFactory,0,0,,0,1,1,0.005917802269395733,2
edu.umd.cs.findbugs.detect.IncompatMask,1,69,72,17,1,2,0.006475400748711029,6
edu.umd.cs.findbugs.detect.InconsistentAnnotations,1,33,,0,2,2,0.0064346972276717205,3
edu.umd.cs.findbugs.detect.InconsistentSyncWarningProperty,,100,,,1,0,4.9E-324,3
edu.umd.cs.findbugs.detect.InefficientMemberAccess,1,56,100,0,2,2,0.00629366591604596,2
edu.umd.cs.findbugs.detect.InefficientToArray,0,63,79,50,2,4,0.005143352111304588,2
edu.umd.cs.findbugs.detect.InfiniteLoop,108,87,83,33,2,5,0.07629039509280375,8
edu.umd.cs.findbugs.detect.InfiniteRecursiveLoop,0,43,43,100,1,3,0.006623073982136825,4
edu.umd.cs.findbugs.detect.InfiniteRecursiveLoop2,19,67,53,0,1,3,0.004393362654473407,4
edu.umd.cs.findbugs.detect.InheritanceUnsafeGetResource,0,62,74,67,1,3,0.007701126613034944,4
edu.umd.cs.findbugs.detect.InitializationChain,0,67,78,60,1,4,0.009002020568318154,5
edu.umd.cs.findbugs.detect.InstanceFieldLoadStreamFactory,0,33,50,100,1,1,0.007986890327082328,2
edu.umd.cs.findbugs.detect.InstantiateStaticClass,1,33,,0,1,1,0.006357415142481012,3
edu.umd.cs.findbugs.detect.InvalidJUnitTest,22,80,78,67,1,4,0.006768493274214298,7
edu.umd.cs.findbugs.detect.IteratorIdioms,0,50,62,67,1,3,0.006128305514456216,3
edu.umd.cs.findbugs.detect.LazyInit,13,75,83,20,4,3,0.003260092580064456,8
edu.umd.cs.findbugs.detect.LoadOfKnownNullValue,0,38,50,0,2,3,0.005772061663750605,5
edu.umd.cs.findbugs.detect.LockedFields,0,68,75,60,1,5,0.009949778166530832,4
edu.umd.cs.findbugs.detect.MethodReturnCheck,3,71,75,50,2,4,0.006717026179568011,15
edu.umd.cs.findbugs.detect.MethodReturnValueStreamFactory,0,17,,0,2,1,0.005748104050262336,3
edu.umd.cs.findbugs.detect.Methods,,,,0,3,2,0.009090496469704813,2
edu.umd.cs.findbugs.detect.MultithreadedInstanceAccess,7,68,72,40,2,4,0.004934195888998006,4
edu.umd.cs.findbugs.detect.MutableLock,0,55,66,67,1,4,0.006082928734862439,2
edu.umd.cs.findbugs.detect.MutableStaticFields,24,79,79,50,1,5,0.00852928219971909,6
edu.umd.cs.findbugs.detect.Naming,187,89,81,13,3,6,0.01755124281475984,24
edu.umd.cs.findbugs.detect.NonNullReturnProperty,,100,,,1,0,4.9E-324,2
edu.umd.cs.findbugs.detect.NoteAnnotationRetention,9,50,0,30,4,5,0.009242631159858327,5
edu.umd.cs.findbugs.detect.NoteCheckReturnValue,0,57,75,33,1,3,0.009041462570671411,6
edu.umd.cs.findbugs.detect.NoteCheckReturnValueAnnotations,,,,0,3,2,0.00846626611096361,2
edu.umd.cs.findbugs.detect.NoteDirectlyRelevantTypeQualifiers,7,58,50,33,3,4,0.004886989640586386,6
edu.umd.cs.findbugs.detect.NoteJCIPAnnotation,6,75,,0,4,3,0.006897369442485421,6
edu.umd.cs.findbugs.detect.NoteNonNullAnnotations,,,,0,3,2,0.006151588690106664,4
edu.umd.cs.findbugs.detect.NoteNonnullReturnValues,,,,0,2,1,0.007405394388205721,3
edu.umd.cs.findbugs.detect.NoteSuppressedWarnings,26,74,67,0,3,5,0.01732346681752847,5
edu.umd.cs.findbugs.detect.NoteUnconditionalParamDerefs,,,,0,2,1,0.007257473866435849,7
edu.umd.cs.findbugs.detect.NullArgumentWarningProperty,,100,,,1,0,4.9E-324,3
edu.umd.cs.findbugs.detect.NullDerefProperty,,100,,,1,0,4.9E-324,8
edu.umd.cs.findbugs.detect.NumberConstructor,2,60,50,33,2,3,0.005093890746110868,7
edu.umd.cs.findbugs.detect.OverridingEqualsNotSymmetrical,0,69,77,100,1,3,0.2572617042853181,14
edu.umd.cs.findbugs.detect.PreferZeroLengthArrays,0,33,34,100,1,2,0.007146613937252343,2
edu.umd.cs.findbugs.detect.PublicSemaphores,0,50,60,100,1,3,0.008049522920756903,2
edu.umd.cs.findbugs.detect.QuestionableBooleanAssignment,0,52,67,100,1,2,0.006330216621174283,2
edu.umd.cs.findbugs.detect.ReadReturnShouldBeChecked,0,70,82,100,1,2,0.005769128976123677,2
edu.umd.cs.findbugs.detect.RedundantInterfaces,1,33,,0,2,2,0.006151588690106664,2
edu.umd.cs.findbugs.detect.RefComparisonWarningProperty,,100,,,1,0,4.9E-324,6
edu.umd.cs.findbugs.detect.ReflectiveClasses,8,60,0,33,2,1,0.010466724446860778,4
edu.umd.cs.findbugs.detect.RepeatedConditionals,2,56,50,33,1,3,0.00519801690137883,2
edu.umd.cs.findbugs.detect.ResolveAllReferences,29,65,33,17,5,3,0.0066233750880218024,2
edu.umd.cs.findbugs.detect.RuntimeExceptionCapture,0,61,75,50,1,5,0.009402677840554059,6
edu.umd.cs.findbugs.detect.SerializableIdiom,0,72,70,62,1,7,0.013036397311460578,26
edu.umd.cs.findbugs.detect.StartInConstructor,0,42,67,67,1,3,0.010885981679983548,4
edu.umd.cs.findbugs.detect.StaticCalendarDetector,0,70,76,67,1,5,0.0038205578178961224,10
edu.umd.cs.findbugs.detect.StaticFieldLoadStreamFactory,0,0,,0,1,1,0.006442461138365152,2
edu.umd.cs.findbugs.detect.Stream,169,85,88,17,3,0,0.005539985046349845,4
edu.umd.cs.findbugs.detect.StreamEquivalenceClass,0,30,50,100,1,0,0.009068974124303188,2
edu.umd.cs.findbugs.detect.StreamEscape,0,0,0,100,1,0,0.00892053359522056,2
edu.umd.cs.findbugs.detect.StreamFactory,,,,0,1,0,4.9E-324,2
edu.umd.cs.findbugs.detect.StreamFrameModelingVisitor,0,11,0,0,1,2,0.008667427286120088,3
edu.umd.cs.findbugs.detect.StreamResourceTracker,67,79,84,12,6,0,0.004802974989302092,3
edu.umd.cs.findbugs.detect.StringConcatenation,2,66,68,100,1,2,0.008669129529678089,3
edu.umd.cs.findbugs.detect.SuperfluousInstanceOf,0,54,67,100,1,3,0.007810370428855134,2
edu.umd.cs.findbugs.detect.SuspiciousThreadInterrupted,0,50,63,100,1,2,0.006015784535570394,2
edu.umd.cs.findbugs.detect.SwitchFallthrough,3,67,69,33,2,3,0.012936897813324322,20
edu.umd.cs.findbugs.detect.SynchronizationOnSharedBuiltinConstant,1,44,,0,3,1,0.011786746034458196,8
edu.umd.cs.findbugs.detect.SynchronizeAndNullCheckField,0,33,25,100,1,2,0.006333904392309496,2
edu.umd.cs.findbugs.detect.SynchronizeOnClassLiteralNotGetClass,0,53,80,100,1,2,0.008853165593860873,2
edu.umd.cs.findbugs.detect.SynchronizingOnContentsOfFieldToProtectField,0,56,84,100,1,2,0.005921122107563013,5
edu.umd.cs.findbugs.detect.TestASM,,,,0,3,0,0.006049170320217547,5
edu.umd.cs.findbugs.detect.TestDataflowAnalysis,4,55,25,0,3,2,0.0063007760613381465,6
edu.umd.cs.findbugs.detect.TestingGround,6,75,,0,3,2,0.007633744374979388,20
edu.umd.cs.findbugs.detect.TrainFieldStoreTypes,0,38,75,0,1,3,0.005382173243695697,3
edu.umd.cs.findbugs.detect.TrainNonNullAnnotations,,,,0,3,2,0.005948789797377627,3
edu.umd.cs.findbugs.detect.TrainUnconditionalDerefParams,1,100,,0,2,1,0.0068044197515450405,5
edu.umd.cs.findbugs.detect.URLProblems,0,53,78,33,1,3,0.006188651040456656,2
edu.umd.cs.findbugs.detect.UncallableMethodOfAnonymousClass,17,71,50,100,1,2,0.008475155151309602,16
edu.umd.cs.findbugs.detect.UnnecessaryMath,0,54,75,100,1,2,0.03280597034386217,4
edu.umd.cs.findbugs.detect.UnreadFields,62,86,90,24,1,9,0.02246605139171653,41
edu.umd.cs.findbugs.detect.UseObjectEquals,0,0,,0,1,1,0.0062399806136386755,2
edu.umd.cs.findbugs.detect.UselessSubclassMethod,14,79,83,60,1,5,0.005073856193476091,6
edu.umd.cs.findbugs.detect.VarArgsProblems,0,58,84,100,1,2,0.005308796910255386,2
edu.umd.cs.findbugs.detect.VolatileUsage,6,60,34,33,2,3,0.00782482457847039,6
edu.umd.cs.findbugs.detect.WaitInLoop,6,60,13,100,1,2,0.006186503206765426,2
edu.umd.cs.findbugs.detect.WrongMapIterator,7,76,80,67,1,3,0.0048290669769297315,3
edu.umd.cs.findbugs.detect.XMLFactoryBypass,2,63,75,33,1,2,0.0186193625771218,3
edu.umd.cs.findbugs.detect.FindSqlInjectionTest,,,,0,2,0,0.009381185988467166,2
edu.umd.cs.findbugs.filter.AndMatcher,4,50,0,17,3,4,0.008034874202434227,2
edu.umd.cs.findbugs.filter.BugMatcher,0,32,25,67,1,2,0.009904753912935885,2
edu.umd.cs.findbugs.filter.ClassMatcher,0,38,50,100,1,2,0.009625708740731759,2
edu.umd.cs.findbugs.filter.CompoundMatcher,0,0,0,100,1,0,0.0106829947155389,3
edu.umd.cs.findbugs.filter.DesignationMatcher,0,14,0,67,1,2,0.014141138519743496,2
edu.umd.cs.findbugs.filter.FieldMatcher,,,,0,5,4,0.008532883701742424,5
edu.umd.cs.findbugs.filter.Filter,175,80,56,18,4,1,0.0042261043199575314,10
edu.umd.cs.findbugs.filter.FilterException,1,100,,,2,0,0.015021353858263399,1
edu.umd.cs.findbugs.filter.FirstVersionMatcher,,,,0,6,2,0.015214592990327689,2
edu.umd.cs.findbugs.filter.LastVersionMatcher,15,100,,0,6,2,0.01355718376104305,3
edu.umd.cs.findbugs.filter.LocalMatcher,0,0,0,100,1,2,0.015979153268033904,2
edu.umd.cs.findbugs.filter.Matcher,,,,0,2,0,0.00870676571611151,2
edu.umd.cs.findbugs.filter.MemberMatcher,0,0,0,100,1,0,0.00847677808647878,5
edu.umd.cs.findbugs.filter.MethodMatcher,,,,0,5,4,0.008532883701742424,4
edu.umd.cs.findbugs.filter.NameMatch,0,46,61,43,1,0,0.008122810939712349,4
edu.umd.cs.findbugs.filter.OrMatcher,,,,0,3,4,0.010337763307533051,2
edu.umd.cs.findbugs.filter.PriorityMatcher,0,0,0,100,1,2,0.013414484833174894,2
edu.umd.cs.findbugs.filter.RelationalOp,11,89,89,10,2,0,0.06801937436494294,3
edu.umd.cs.findbugs.filter.SignatureUtil,,,,0,1,0,0.009803039841712383,4
edu.umd.cs.findbugs.filter.StringSetMatch,0,0,0,100,1,0,0.009301134909121937,2
edu.umd.cs.findbugs.filter.VersionMatcher,0,0,0,100,1,0,0.011099199347862024,3
edu.umd.cs.findbugs.graph.DFSEdgeTypes,,,,,0,0,-2.0,2
edu.umd.cs.findbugs.gui.AboutDialog,19,83,100,,2,0,0.005514731575676506,2
edu.umd.cs.findbugs.gui.AboutDialog,19,83,100,,2,0,0.005514731575676506,3
edu.umd.cs.findbugs.gui.AnalysisErrorDialog,31,87,93,33,1,0,0.0046934286302666,4
edu.umd.cs.findbugs.gui.AnalysisErrorDialog,31,87,93,33,1,0,0.0046934286302666,2
edu.umd.cs.findbugs.gui.AnalysisRun,2,76,85,42,1,0,0.0060183765404049835,3
edu.umd.cs.findbugs.gui.AnalysisRun,2,76,85,42,1,0,0.0060183765404049835,3
edu.umd.cs.findbugs.gui.AnnotatedString,3,42,0,50,1,0,0.008283995151788454,4
edu.umd.cs.findbugs.gui.AnnotatedString,3,42,0,50,1,0,0.008283995151788454,1
edu.umd.cs.findbugs.gui.BugCellRenderer,6,66,94,0,2,0,0.010637980484174048,1
edu.umd.cs.findbugs.gui.BugCellRenderer,6,66,94,0,2,0,0.010637980484174048,4
edu.umd.cs.findbugs.gui.BugInstanceGroup,0,47,78,50,1,0,0.009222438446569085,3
edu.umd.cs.findbugs.gui.BugInstanceGroup,0,47,78,50,1,0,0.009222438446569085,1
edu.umd.cs.findbugs.gui.ConfigureDetectorsDialog,44,87,86,0,8,0,0.005798679514178509,3
edu.umd.cs.findbugs.gui.ConfigureDetectorsDialog,44,87,86,0,8,0,0.005798679514178509,1
edu.umd.cs.findbugs.gui.ConsoleLogger,0,0,,0,1,0,0.008674004470168115,1
edu.umd.cs.findbugs.gui.DefaultSortedTableModel,0,85,44,90,1,0,0.0052583642883513824,1
edu.umd.cs.findbugs.gui.DefaultSortedTableModel,0,85,44,90,1,0,0.0052583642883513824,4
edu.umd.cs.findbugs.gui.FindBugsFrame,6309,98,98,0,3,6,0.00862134033908949,8
edu.umd.cs.findbugs.gui.FindBugsFrame,6309,98,98,0,3,6,0.00862134033908949,6
edu.umd.cs.findbugs.gui.LineNumberer,0,50,50,0,1,0,0.00889931473316126,4
edu.umd.cs.findbugs.gui.LineNumberer,0,50,50,0,1,0,0.00889931473316126,1
edu.umd.cs.findbugs.gui.LogSync,,,,0,2,0,0.01007486828727239,1
edu.umd.cs.findbugs.gui.Logger,,100,,0,1,0,4.9E-324,1
edu.umd.cs.findbugs.gui.OSXAdapter,1,61,75,40,1,0,0.008468971558269742,1
edu.umd.cs.findbugs.gui.OSXAdapter,1,61,75,40,1,0,0.008468971558269742,4
edu.umd.cs.findbugs.gui.RunAnalysisDialog,27,86,96,40,1,6,0.005058556273242221,3
edu.umd.cs.findbugs.gui.RunAnalysisDialog,27,86,96,40,1,6,0.005058556273242221,2
edu.umd.cs.findbugs.gui.SwingGUIBugReporter,26,69,71,25,3,6,0.0067205129786053405,1
edu.umd.cs.findbugs.gui.SwingGUIBugReporter,26,69,71,25,3,6,0.0067205129786053405,3
edu.umd.cs.findbugs.gui2.AboutDialog,19,83,100,,2,0,0.004487884353736147,3
edu.umd.cs.findbugs.gui2.AboutDialog,19,83,100,,2,0,0.004487884353736147,6
edu.umd.cs.findbugs.gui2.AnalysisCallback,,,,0,2,0,0.009462626964146193,2
edu.umd.cs.findbugs.gui2.AnalyzingDialog,66,87,94,5,13,6,0.006429777517112313,7
edu.umd.cs.findbugs.gui2.AnalyzingDialog,66,87,94,5,13,6,0.006429777517112313,6
edu.umd.cs.findbugs.gui2.BugAspects,0,67,50,44,1,0,0.013037715052692139,3
edu.umd.cs.findbugs.gui2.BugLeafNode,0,14,0,67,1,0,0.008502081499349686,3
edu.umd.cs.findbugs.gui2.BugLoader,,,,0,9,0,0.007002637515624405,24
edu.umd.cs.findbugs.gui2.BugLoader,,,,0,9,0,0.007002637515624405,12
edu.umd.cs.findbugs.gui2.BugRenderer,,,,0,1,0,4.9E-324,6
edu.umd.cs.findbugs.gui2.BugSaver,1,33,0,33,1,0,0.007355422093258654,3
edu.umd.cs.findbugs.gui2.BugSaver,1,33,0,33,1,0,0.007355422093258654,2
edu.umd.cs.findbugs.gui2.BugSet,13,75,80,19,1,0,0.005262033088028495,1
edu.umd.cs.findbugs.gui2.BugSet,13,75,80,19,1,0,0.005262033088028495,9
edu.umd.cs.findbugs.gui2.BugTreeModel,625,89,88,7,9,0,0.009923941022461894,9
edu.umd.cs.findbugs.gui2.BugTreeModel,625,89,88,7,9,0,0.009923941022461894,14
edu.umd.cs.findbugs.gui2.CheckBoxList,3,100,,0,3,0,0.006186503206765423,2
edu.umd.cs.findbugs.gui2.CommentsArea,202,83,83,10,1,0,0.004456613040254592,9
edu.umd.cs.findbugs.gui2.CommentsArea,202,83,83,10,1,0,0.004456613040254592,46
edu.umd.cs.findbugs.gui2.CompoundMatcher,1,100,,0,2,2,0.031342605176946474,2
edu.umd.cs.findbugs.gui2.DeadBugFilter,,,,0,3,2,0.009145062505243726,2
edu.umd.cs.findbugs.gui2.Debug,,,,0,3,0,0.010264620020717579,4
edu.umd.cs.findbugs.gui2.Driver,0,50,60,100,1,0,0.01046992270171469,6
edu.umd.cs.findbugs.gui2.Driver,0,50,60,100,1,0,0.01046992270171469,13
edu.umd.cs.findbugs.gui2.FBDialog,,,,0,6,1,0.00870676571611151,2
edu.umd.cs.findbugs.gui2.FBFileChooser,,,,0,3,0,0.007863907911486948,2
edu.umd.cs.findbugs.gui2.FBFileChooser,,,,0,3,0,0.007863907911486948,2
edu.umd.cs.findbugs.gui2.FBFrame,,,,0,3,0,0.008372378830939395,4
edu.umd.cs.findbugs.gui2.FilterActivity,0,0,0,33,1,0,0.007720093491040441,5
edu.umd.cs.findbugs.gui2.FilterActivity,0,0,0,33,1,0,0.007720093491040441,2
edu.umd.cs.findbugs.gui2.FilterFactory,,,,0,3,0,0.009172231352544833,5
edu.umd.cs.findbugs.gui2.FilterFactory,,,,0,3,0,0.009172231352544833,2
edu.umd.cs.findbugs.gui2.FilterListener,,,,0,3,0,0.01119078445676426,2
edu.umd.cs.findbugs.gui2.FilterListener,,,,0,3,0,0.01119078445676426,3
edu.umd.cs.findbugs.gui2.FilterMatcher,0,62,59,46,3,2,0.009283901643186038,3
edu.umd.cs.findbugs.gui2.FilterMatcher,0,62,59,46,3,2,0.009283901643186038,1
edu.umd.cs.findbugs.gui2.FindBugsAnalysisFileFilter,3,100,,0,3,1,0.008308560103666438,3
edu.umd.cs.findbugs.gui2.FindBugsAnalysisFileFilter,3,100,,0,3,1,0.008308560103666438,1
edu.umd.cs.findbugs.gui2.FindBugsFBAFileFilter,6,100,,0,4,1,0.00830856010366644,2
edu.umd.cs.findbugs.gui2.FindBugsFBAFileFilter,6,100,,0,4,1,0.00830856010366644,1
edu.umd.cs.findbugs.gui2.FindBugsFBPFileFilter,6,100,,0,4,1,0.00830856010366644,2
