Component, LCOM2, LCOM3, LCOM5, TCC, LCOM4, LCbC_XScan, MWE, CC
edu.umd.cs.findbugs.ba.bcp.PatternElementMatch,14,66,73,2,2,0,0.011702964036851825,2
edu.umd.cs.findbugs.ba.bcp.PatternMatcher,0,70,90,0,1,0,0.012618446393101711,4
edu.umd.cs.findbugs.ba.bcp.SingleInstruction,,,,0,3,3,0.008503003354395819,2
edu.umd.cs.findbugs.ba.bcp.Store,,,,0,2,2,0.006049377996913803,2
edu.umd.cs.findbugs.ba.bcp.Variable,,,,0,1,0,4.9E-324,2
edu.umd.cs.findbugs.ba.bcp.Wild,0,38,50,20,3,4,0.008437987162394519,2
edu.umd.cs.findbugs.ba.ca.Call,0,33,50,70,1,0,0.009462626964146192,2
edu.umd.cs.findbugs.ba.ca.CallList,0,50,48,60,1,0,0.008625182385568291,2
edu.umd.cs.findbugs.ba.ca.CallListAnalysis,74,85,100,0,10,0,0.004665146655242054,3
edu.umd.cs.findbugs.ba.ca.CallListDataflow,,,,,1,0,4.9E-324,2
edu.umd.cs.findbugs.ba.ch.ClassVertex,132,84,91,10,2,0,0.00745591125382392,2
edu.umd.cs.findbugs.ba.ch.InheritanceEdge,,,,,1,0,4.9E-324,2
edu.umd.cs.findbugs.ba.ch.InheritanceGraph,,,,0,2,0,0.008848120789025082,2
edu.umd.cs.findbugs.ba.ch.InheritanceGraphVisitor,,,,0,2,0,0.011240438668146795,3
edu.umd.cs.findbugs.ba.ch.InterproceduralCallGraph,0,25,0,100,2,0,0.006890448195208294,2
edu.umd.cs.findbugs.ba.ch.InterproceduralCallGraphEdge,,,,,1,0,4.9E-324,2
edu.umd.cs.findbugs.ba.ch.InterproceduralCallGraphVertex,0,0,0,100,1,0,0.007775162279763179,2
edu.umd.cs.findbugs.ba.ch.OverriddenMethodsVisitor,4,40,0,33,2,0,0.007206236538180194,4
edu.umd.cs.findbugs.ba.ch.Subtypes2,583,92,91,1,1,0,0.00681225176428885,22
edu.umd.cs.findbugs.ba.ch.Subtypes2Test,12,82,,45,1,0,0.003816372279236786,2
edu.umd.cs.findbugs.ba.constant.Constant,0,45,50,78,1,0,0.008569856120764207,5
edu.umd.cs.findbugs.ba.constant.ConstantAnalysis,11,67,100,0,4,0,0.007009369472489286,3
edu.umd.cs.findbugs.ba.constant.ConstantDataflow,,,,,1,0,4.9E-324,2
edu.umd.cs.findbugs.ba.constant.ConstantFrame,,,,,1,0,4.9E-324,2
edu.umd.cs.findbugs.ba.constant.ConstantFrameModelingVisitor,,,,0,43,0,0.007401929145572344,2
edu.umd.cs.findbugs.ba.deref.UnconditionalValueDerefAnalysis,244,89,86,4,8,0,0.005913731402802952,16
edu.umd.cs.findbugs.ba.deref.UnconditionalValueDerefDataflow,,,,,1,0,4.9E-324,2
edu.umd.cs.findbugs.ba.deref.UnconditionalValueDerefSet,0,72,59,65,1,0,0.0060424182880778055,6
edu.umd.cs.findbugs.ba.generic.GenericSignatureParserTest,,,,0,1,0,4.9E-324,3
edu.umd.cs.findbugs.ba.generic.GenericUtilitiesTest,13,67,0,7,5,0,0.008569856120764208,4
edu.umd.cs.findbugs.ba.generic.TestGenericObjectType,13,67,0,10,1,0,0.006367194345464105,4
edu.umd.cs.findbugs.ba.generic.TestGenericSignatureParser,,,,0,1,0,0.012372121393356639,2
edu.umd.cs.findbugs.ba.generic.GenericObjectType,38,57,51,31,3,0,0.008342226717829321,14
edu.umd.cs.findbugs.ba.generic.GenericSignatureParser,26,75,,0,1,0,0.006259417985061019,6
edu.umd.cs.findbugs.ba.generic.GenericUtilities,,,,0,4,0,0.0070277958412619055,12
edu.umd.cs.findbugs.ba.heap.FieldSet,0,42,43,74,1,0,0.00856985612076421,2
edu.umd.cs.findbugs.ba.heap.FieldSetAnalysis,101,87,100,0,8,0,0.0049919907571688606,5
edu.umd.cs.findbugs.ba.heap.LoadAnalysis,,,,,3,0,0.008003524487847859,2
edu.umd.cs.findbugs.ba.heap.LoadDataflow,,,,,1,0,4.9E-324,1
edu.umd.cs.findbugs.ba.heap.StoreAnalysis,,,,,3,0,0.008003524487847859,2
edu.umd.cs.findbugs.ba.heap.StoreDataflow,,,,,1,0,4.9E-324,1
edu.umd.cs.findbugs.ba.interproc.PropertyDatabaseFormatException,,100,,,1,0,4.9E-324,1
edu.umd.cs.findbugs.ba.jsr305.AbstractMethodAnnotationAccumulator,8,60,,0,2,0,0.01368626360148146,4
edu.umd.cs.findbugs.ba.jsr305.Analysis,8,80,50,0,2,0,0.005884480746092006,4
edu.umd.cs.findbugs.ba.jsr305.BackwardTypeQualifierDataflow,,,,,1,0,4.9E-324,2
edu.umd.cs.findbugs.ba.jsr305.BackwardTypeQualifierDataflowAnalysis,70,83,75,20,5,1,0.0046967073547599155,9
edu.umd.cs.findbugs.ba.jsr305.BackwardTypeQualifierDataflowFactory,,,,,3,0,0.006369676527107837,6
edu.umd.cs.findbugs.ba.jsr305.DirectlyRelevantTypeQualifiersDatabase,0,25,50,67,1,0,0.008140380451325861,4
edu.umd.cs.findbugs.ba.jsr305.FindBugsDefaultAnnotations,,,,,0,0,-2.0,4
edu.umd.cs.findbugs.ba.jsr305.ForwardTypeQualifierDataflow,,,,,1,0,4.9E-324,2
edu.umd.cs.findbugs.ba.jsr305.ForwardTypeQualifierDataflowAnalysis,43,80,,0,4,1,0.004069422730421872,12
edu.umd.cs.findbugs.ba.jsr305.ForwardTypeQualifierDataflowFactory,,,,,3,0,0.00504930914043357,6
edu.umd.cs.findbugs.ba.jsr305.JSR305NullnessAnnotations,,,,,0,0,-2.0,2
edu.umd.cs.findbugs.ba.jsr305.ParameterAnnotationAccumulator,0,33,100,0,1,1,0.010579695516930034,5
edu.umd.cs.findbugs.ba.jsr305.ParameterAnnotationLookupResult,,,,,1,1,4.9E-324,2
edu.umd.cs.findbugs.ba.jsr305.ReturnTypeAnnotationAccumulator,1,33,,0,2,1,0.012035655066504418,3
edu.umd.cs.findbugs.ba.jsr305.ReturnTypeAnnotationLookupResult,,,,,1,1,4.9E-324,2
edu.umd.cs.findbugs.ba.jsr305.SourceSinkInfo,49,77,85,22,3,0,0.008870961236917033,3
edu.umd.cs.findbugs.ba.jsr305.TypeQualifierAnnotation,23,77,80,14,1,0,0.006809990524536214,6
edu.umd.cs.findbugs.ba.jsr305.TypeQualifierAnnotationLookupResult,0,20,0,100,1,0,0.006978679813048213,2
edu.umd.cs.findbugs.ba.jsr305.TypeQualifierApplications,431,92,88,2,2,0,0.003480936581308241,30
edu.umd.cs.findbugs.ba.jsr305.TypeQualifierDatabase,0,60,66,50,2,0,0.0075531476577100996,5
edu.umd.cs.findbugs.ba.jsr305.TypeQualifierDataflowAnalysis,89,89,66,3,16,0,0.005449988490306847,5
edu.umd.cs.findbugs.ba.jsr305.TypeQualifierResolver,10,80,100,0,2,0,0.00485040224952116,10
edu.umd.cs.findbugs.ba.jsr305.TypeQualifierValue,73,81,88,24,1,0,0.005964956506163329,26
edu.umd.cs.findbugs.ba.jsr305.TypeQualifierValueSet,174,74,54,34,2,0,0.005907141028029492,9
edu.umd.cs.findbugs.ba.npe.DerefFinder,1,50,,0,1,0,0.005513210625242742,4
edu.umd.cs.findbugs.ba.npe.IsNullConditionDecision,0,29,26,62,1,0,0.006731143714961041,4
edu.umd.cs.findbugs.ba.npe.IsNullValue,118,87,88,41,1,0,0.013697144958327247,9
edu.umd.cs.findbugs.ba.npe.IsNullValueAnalysis,99,84,89,16,4,0,0.006501089128690861,17
edu.umd.cs.findbugs.ba.npe.IsNullValueAnalysisFeatures,,,,,0,0,-2.0,2
edu.umd.cs.findbugs.ba.npe.IsNullValueDataflow,,,,0,2,0,0.007507404091190854,1
edu.umd.cs.findbugs.ba.npe.IsNullValueFrame,0,33,35,83,1,0,0.005590788413097558,10
edu.umd.cs.findbugs.ba.npe.IsNullValueFrameModelingVisitor,256,90,80,1,4,0,0.0037366651429108382,10
edu.umd.cs.findbugs.ba.npe.LocationWhereValueBecomesNull,0,14,20,93,1,0,0.00863827909325101,2
edu.umd.cs.findbugs.ba.npe.MayReturnNullPropertyDatabase,,,,0,3,0,0.00755947014356058,2
edu.umd.cs.findbugs.ba.npe.NonNullParamViolation,0,33,100,0,1,0,0.011099199347862024,2
edu.umd.cs.findbugs.ba.npe.NonNullSpecification,0,40,66,50,1,0,0.011017267828615814,3
edu.umd.cs.findbugs.ba.npe.NullDerefAndRedundantComparisonCollector,,,,0,3,0,0.015169328218083162,6
edu.umd.cs.findbugs.ba.npe.NullDerefAndRedundantComparisonFinder,56,79,78,0,2,0,0.004969263666212047,24
edu.umd.cs.findbugs.ba.npe.NullValueUnconditionalDeref,0,62,83,33,1,0,0.00740539438820572,3
edu.umd.cs.findbugs.ba.npe.ParameterNullnessProperty,22,69,0,22,1,0,0.010793281697520904,1
edu.umd.cs.findbugs.ba.npe.ParameterNullnessPropertyDatabase,,,,,2,0,0.007775162279763179,3
edu.umd.cs.findbugs.ba.npe.PointerUsageRequiringNonNullValue,36,89,100,0,5,0,0.007006158608137301,5
edu.umd.cs.findbugs.ba.npe.RedundantBranch,0,45,100,0,2,0,0.012366644498780985,2
edu.umd.cs.findbugs.ba.npe.ReturnPathType,0,48,53,100,1,0,0.009324710358630806,2
edu.umd.cs.findbugs.ba.npe.ReturnPathTypeAnalysis,132,88,100,0,14,0,0.006195065996053765,2
edu.umd.cs.findbugs.ba.npe.ReturnPathTypeDataflow,,,,,1,0,4.9E-324,2
edu.umd.cs.findbugs.ba.npe.ReturnValueNullnessPropertyDatabase,,,,,2,0,0.011779160866476379,2
edu.umd.cs.findbugs.ba.npe.TypeQualifierNullnessAnnotationDatabase,9,73,70,75,2,6,0.007719231086678941,12
edu.umd.cs.findbugs.ba.npe.UsagesRequiringNonNullValues,0,0,0,100,1,0,0.006559158038679378,4
edu.umd.cs.findbugs.ba.npe.IsNullValueTest,,,,0,5,0,0.008919196638207163,2
edu.umd.cs.findbugs.ba.npe.NonNullParamPropertyTest,0,44,53,50,1,0,0.008003524487847859,4
edu.umd.cs.findbugs.ba.npe.ReturnPathTypeTest,0,42,46,69,1,0,0.011352667869771344,2
edu.umd.cs.findbugs.ba.npe2.AcmpCondition,,,,0,4,1,0.007569418346588579,2
edu.umd.cs.findbugs.ba.npe2.Condition,8,60,,0,4,0,0.007306119713117502,2
edu.umd.cs.findbugs.ba.npe2.Decision,0,33,100,0,1,0,0.009545494351519395,2
edu.umd.cs.findbugs.ba.npe2.DefinitelyNullSet,93,66,54,38,4,0,0.008536993859974374,2
edu.umd.cs.findbugs.ba.npe2.DefinitelyNullSetAnalysis,83,89,90,2,9,0,0.005639740345839522,3
edu.umd.cs.findbugs.ba.npe2.DefinitelyNullSetDataflow,,,,,1,0,4.9E-324,2
edu.umd.cs.findbugs.ba.npe2.IfNullCondition,2,50,50,67,2,1,0.007267654000732466,2
edu.umd.cs.findbugs.ba.npe2.NullnessValue,59,84,85,11,2,0,0.007828222447277261,2
edu.umd.cs.findbugs.ba.npe2.TestDefinitelyNullSet,0,0,0,0,1,0,0.009145062505243728,1
edu.umd.cs.findbugs.ba.npe2.TestDefinitelyNullSet,0,0,0,0,1,0,0.009145062505243728,3
edu.umd.cs.findbugs.ba.npe2.TestNullnessValue,0,0,0,100,1,0,0.00884812078902508,3
edu.umd.cs.findbugs.ba.npe2.TestNullnessValue,0,0,0,100,1,0,0.00884812078902508,1
edu.umd.cs.findbugs.ba.obl.InstructionActionCache,8,67,,0,1,0,0.006501139562396953,13
edu.umd.cs.findbugs.ba.obl.MatchMethodEntry,0,40,50,67,1,0,0.008375984053031683,7
edu.umd.cs.findbugs.ba.obl.MatchObligationParametersEntry,,,,0,2,0,0.00870676571611151,1
edu.umd.cs.findbugs.ba.obl.NonexistentObligationException,,100,,,1,0,4.9E-324,1
edu.umd.cs.findbugs.ba.obl.Obligation,9,68,90,13,3,0,0.008971227698508877,3
edu.umd.cs.findbugs.ba.obl.ObligationAcquiredOrReleasedInLoopException,0,0,,0,1,0,0.011593939373175384,2
edu.umd.cs.findbugs.ba.obl.ObligationAnalysis,113,86,89,11,6,0,0.004452738141268322,12
edu.umd.cs.findbugs.ba.obl.ObligationDataflow,,,,,1,0,4.9E-324,2
edu.umd.cs.findbugs.ba.obl.ObligationFactory,25,50,0,17,2,0,0.0084455932393938,7
edu.umd.cs.findbugs.ba.obl.ObligationPolicyDatabase,5,68,85,27,2,0,0.006934283351358232,6
edu.umd.cs.findbugs.ba.obl.ObligationPolicyDatabaseAction,0,20,33,83,1,0,0.008776874144456076,5
edu.umd.cs.findbugs.ba.obl.ObligationPolicyDatabaseEntry,,,,0,2,0,0.009068974124303186,5
edu.umd.cs.findbugs.ba.obl.ObligationSet,0,63,71,79,1,0,0.0091782077021157,4
edu.umd.cs.findbugs.ba.obl.State,0,25,20,93,1,0,0.009063587230374443,2
edu.umd.cs.findbugs.ba.obl.StateSet,58,66,63,34,3,0,0.007274014526732301,9
edu.umd.cs.findbugs.ba.rta.RapidTypeAnalysis,1,33,,0,2,1,0.007273891942021293,0
edu.umd.cs.findbugs.ba.type.BottomType,6,88,,0,4,0,0.011008812231030164,2
edu.umd.cs.findbugs.ba.type.DoubleExtraType,6,88,,0,4,0,0.009298346444414168,2
edu.umd.cs.findbugs.ba.type.ExceptionObjectType,9,71,0,20,3,0,0.014343891522229788,2
edu.umd.cs.findbugs.ba.type.ExceptionSet,86,74,65,25,1,0,0.008049087714601848,5
edu.umd.cs.findbugs.ba.type.ExceptionSetFactory,0,60,50,0,2,0,0.009122894210809106,2
edu.umd.cs.findbugs.ba.type.ExtendedTypes,,,,,0,0,-2.0,2
edu.umd.cs.findbugs.ba.type.FieldStoreType,0,40,50,67,1,0,0.007307326742695562,2
edu.umd.cs.findbugs.ba.type.FieldStoreTypeDatabase,3,100,,0,3,0,0.00787624814632244,2
edu.umd.cs.findbugs.ba.type.LongExtraType,6,88,,0,4,0,0.010776542474415141,2
edu.umd.cs.findbugs.ba.type.NullType,6,88,,0,4,0,0.013306229495918366,4
edu.umd.cs.findbugs.ba.type.StandardTypeMerger,22,79,50,0,1,0,0.005436618550143899,10
edu.umd.cs.findbugs.ba.type.ThrownException,0,29,40,73,3,0,0.008637768444409227,2
edu.umd.cs.findbugs.ba.type.TopType,6,88,,0,4,0,0.007945185509147898,2
edu.umd.cs.findbugs.ba.type.TypeAnalysis,143,85,89,15,3,0,0.006699282640737723,12
edu.umd.cs.findbugs.ba.type.TypeDataflow,,,,0,3,0,0.006667185571655013,2
edu.umd.cs.findbugs.ba.type.TypeFrame,49,50,0,23,7,0,0.00755947014356058,5
edu.umd.cs.findbugs.ba.type.TypeFrameModelingVisitor,6443,96,77,1,11,3,0.006009763947239215,70
edu.umd.cs.findbugs.ba.type.TypeMerger,,,,0,1,0,4.9E-324,2
edu.umd.cs.findbugs.ba.vna.AvailableLoad,0,17,25,90,1,0,0.009798221006481193,2
edu.umd.cs.findbugs.ba.vna.LoadedFieldSet,3,57,75,27,1,0,0.006842098389375922,2
edu.umd.cs.findbugs.ba.vna.MergeTree,0,42,67,100,1,0,0.008675091102607469,2
edu.umd.cs.findbugs.ba.vna.ValueNumber,10,86,74,35,4,0,0.009272909187928648,6
edu.umd.cs.findbugs.ba.vna.ValueNumberAnalysis,169,87,93,7,2,0,0.023232040660951973,9
edu.umd.cs.findbugs.ba.vna.ValueNumberAnalysisFeatures,,,,,0,0,-2.0,2
edu.umd.cs.findbugs.ba.vna.ValueNumberCache,0,25,50,100,1,0,0.005885846967978833,5
edu.umd.cs.findbugs.ba.vna.ValueNumberDataflow,,,,0,3,0,0.007162100006570733,3
edu.umd.cs.findbugs.ba.vna.ValueNumberFactory,0,0,0,100,1,0,0.00785761525040778,5
edu.umd.cs.findbugs.ba.vna.ValueNumberFrame,636,94,93,1,13,0,0.004549319334663021,9
edu.umd.cs.findbugs.ba.vna.ValueNumberFrameModelingVisitor,285,87,87,13,3,0,0.0031694163577855494,12
edu.umd.cs.findbugs.ba.vna.ValueNumberSourceInfo,,,,0,4,0,0.013365983475477114,9
edu.umd.cs.findbugs.bcel.AnnotationDetector,1,33,0,33,2,2,0.010204713426649916,2
edu.umd.cs.findbugs.bcel.BCELUtil,21,86,,0,7,0,0.00633401509536513,7
edu.umd.cs.findbugs.bcel.CFGDetector,,,,0,3,2,0.008106877809241417,4
edu.umd.cs.findbugs.bcel.OpcodeStackDetector,0,25,0,50,2,2,0.007720093491040443,11
edu.umd.cs.findbugs.bcel.PreorderDetector,1,33,0,33,2,2,0.007831022343559162,2
edu.umd.cs.findbugs.classfile.CheckedAnalysisException,,,,,4,0,0.009892004719121517,2
edu.umd.cs.findbugs.classfile.ClassDescriptor,100,75,0,21,7,0,0.012119682393476864,9
edu.umd.cs.findbugs.classfile.ClassNameMismatchException,0,0,,0,1,0,0.012372121393356639,2
edu.umd.cs.findbugs.classfile.DescriptorFactory,319,88,83,2,3,0,0.015309347935357797,23
edu.umd.cs.findbugs.classfile.FieldDescriptor,,,,,1,0,4.9E-324,5
edu.umd.cs.findbugs.classfile.FieldOrMethodDescriptor,0,49,57,69,1,3,0.010340935221667099,11
edu.umd.cs.findbugs.classfile.FieldOrMethodName,,,,0,4,0,0.009982599139115303,2
edu.umd.cs.findbugs.classfile.Global,0,0,0,100,1,0,0.0183081195888653,2
edu.umd.cs.findbugs.classfile.IAnalysisCache,,,,0,16,0,0.011330624228151351,6
edu.umd.cs.findbugs.classfile.IAnalysisEngineRegistrar,,,,0,2,0,4.9E-324,2
edu.umd.cs.findbugs.classfile.IClassConstants,,,,,0,0,-2.0,2
edu.umd.cs.findbugs.classfile.IClassFactory,,,,0,5,0,0.01171709256515969,3
edu.umd.cs.findbugs.classfile.IClassObserver,,,,0,1,0,4.9E-324,2
edu.umd.cs.findbugs.classfile.IClassPath,,,,0,6,0,0.0099825991391153,3
edu.umd.cs.findbugs.classfile.IClassPathBuilder,,,,0,4,0,0.009545494351519397,2
edu.umd.cs.findbugs.classfile.IClassPathBuilderProgress,,,,0,1,0,4.9E-324,3
edu.umd.cs.findbugs.classfile.ICodeBase,55,100,,0,11,0,0.009545494351519397,3
edu.umd.cs.findbugs.classfile.ICodeBaseEntry,,,,0,6,0,0.010494941890474695,3
edu.umd.cs.findbugs.classfile.ICodeBaseIterator,,,,0,2,0,0.013505203305011242,2
edu.umd.cs.findbugs.classfile.ICodeBaseLocator,,,,0,5,0,0.009629825956356567,2
edu.umd.cs.findbugs.classfile.IErrorLogger,,,,0,5,0,0.010074868287272392,2
edu.umd.cs.findbugs.classfile.IScannableCodeBase,,,,0,1,0,4.9E-324,2
edu.umd.cs.findbugs.classfile.InvalidClassFileFormatException,0,25,75,33,1,0,0.009746431889569137,2
edu.umd.cs.findbugs.classfile.MethodDescriptor,,,,,7,1,4.9E-324,8
edu.umd.cs.findbugs.classfile.MissingClassException,0,0,,0,1,0,0.009381185988467164,2
edu.umd.cs.findbugs.classfile.ResourceNotFoundException,0,25,0,100,1,0,0.009222438446569083,2
edu.umd.cs.findbugs.classfile.UncheckedAnalysisException,,,,,2,0,0.00971566093234691,2
edu.umd.cs.findbugs.classfile.analysis.AnnotatedObject,,,,0,6,0,0.011006590906709201,5
edu.umd.cs.findbugs.classfile.analysis.AnnotationValue,3,62,78,40,1,0,0.0063411938592109335,4
edu.umd.cs.findbugs.classfile.analysis.ClassData,0,53,89,17,1,0,0.007405394388205724,3
edu.umd.cs.findbugs.classfile.analysis.ClassInfo,80,82,88,9,2,1,0.008740220497912678,20
edu.umd.cs.findbugs.classfile.analysis.ClassNameAndSuperclassInfo,176,90,100,0,2,0,0.009884629192699553,6
edu.umd.cs.findbugs.classfile.analysis.EnumValue,0,0,0,100,1,0,0.00850300335439582,2
edu.umd.cs.findbugs.classfile.analysis.FieldInfo,321,89,85,2,9,2,0.005710831872619745,7
edu.umd.cs.findbugs.classfile.analysis.MethodInfo,507,91,92,2,10,2,0.013340134482461824,29
edu.umd.cs.findbugs.classfile.engine.AbstractFieldAnnotationVisitor,,,,0,1,0,4.9E-324,2
edu.umd.cs.findbugs.classfile.engine.AbstractMethodVisitor,,,,0,11,0,0.009966770729633444,2
edu.umd.cs.findbugs.classfile.engine.ClassParser,74,75,68,0,2,0,0.004747399079695177,7
edu.umd.cs.findbugs.classfile.engine.ClassParserInterface,,,,0,2,0,0.00800352448784786,2
edu.umd.cs.findbugs.classfile.engine.ClassParserUsingASM,3,80,,0,2,0,0.0038432274856761398,25
edu.umd.cs.findbugs.classfile.engine.ClassParserUsingBCEL,0,60,75,100,1,0,0.005874364753475437,4
edu.umd.cs.findbugs.classfile.engine.EngineRegistrar,1,50,,0,2,0,0.005671470940215412,2
edu.umd.cs.findbugs.classfile.engine.EngineRegistrar,1,50,,0,2,0,0.005671470940215412,2
edu.umd.cs.findbugs.classfile.engine.SelfMethodCalls,3,67,,0,2,0,0.007245104804291153,4
edu.umd.cs.findbugs.classfile.engine.asm.ClassReaderAnalysisEngine,,,,0,18,0,0.006519528679944974,2
edu.umd.cs.findbugs.classfile.engine.asm.EngineRegistrar,1,50,,0,2,1,0.006330216621174284,2
edu.umd.cs.findbugs.classfile.engine.asm.EngineRegistrar,1,50,,0,2,1,0.006330216621174284,2
edu.umd.cs.findbugs.classfile.engine.bcel.AssignedFieldMapFactory,,,,0,2,0,0.006275678817328792,2
edu.umd.cs.findbugs.classfile.engine.bcel.BackwardTypeQualifierDataflowFactoryFactory,,,,0,2,0,0.0068044197515450405,2
edu.umd.cs.findbugs.classfile.engine.bcel.BlockTypeAnalysisFactory,,,,0,2,0,0.006151588690106666,2
edu.umd.cs.findbugs.classfile.engine.bcel.CFGFactory,3,67,,0,3,0,0.006003530285823493,7
edu.umd.cs.findbugs.classfile.engine.bcel.CallListDataflowFactory,,,,0,2,0,0.006638650344113528,2
edu.umd.cs.findbugs.classfile.engine.bcel.CompactLocationNumberingFactory,,,,0,2,0,0.006638650344113528,2
edu.umd.cs.findbugs.classfile.engine.bcel.ConstantDataflowFactory,,,,0,2,0,0.006519528679944974,2
edu.umd.cs.findbugs.classfile.engine.bcel.DefinitelyNullSetDataflowFactory,,,,0,2,0,0.005613059374839076,3
edu.umd.cs.findbugs.classfile.engine.bcel.DepthFirstSearchFactory,,,,0,2,0,0.006847163766568252,2
edu.umd.cs.findbugs.classfile.engine.bcel.DominatorsAnalysisFactory,,,,0,2,0,0.008614014538665681,2
edu.umd.cs.findbugs.classfile.engine.bcel.EngineRegistrar,,0,,0,1,1,4.9E-324,8
edu.umd.cs.findbugs.classfile.engine.bcel.EngineRegistrar,,0,,0,1,1,4.9E-324,8
edu.umd.cs.findbugs.classfile.engine.bcel.ExceptionSetFactoryFactory,,,,0,2,0,0.00720947152589457,2
edu.umd.cs.findbugs.classfile.engine.bcel.ForwardTypeQualifierDataflowFactoryFactory,,,,0,2,0,0.009205525618791299,2
edu.umd.cs.findbugs.classfile.engine.bcel.IsNullValueDataflowFactory,,,,0,2,0,0.006569267363609587,3
edu.umd.cs.findbugs.classfile.engine.bcel.JavaClassAnalysisEngine,3,67,,0,3,0,0.006065307650163468,3
edu.umd.cs.findbugs.classfile.engine.bcel.LiveLocalStoreDataflowFactory,,,,0,2,0,0.007794456096380242,3
edu.umd.cs.findbugs.classfile.engine.bcel.LoadDataflowFactory,,,,0,2,0,0.008820103767415382,2
edu.umd.cs.findbugs.classfile.engine.bcel.LoadedFieldSetFactory,1,50,,0,3,0,0.003976539787158127,2
edu.umd.cs.findbugs.classfile.engine.bcel.LockCheckerFactory,,,,0,2,0,0.007257473866435849,2
edu.umd.cs.findbugs.classfile.engine.bcel.LockDataflowFactory,,,,0,2,0,0.005472162257141424,2
edu.umd.cs.findbugs.classfile.engine.bcel.MethodBytecodeSetFactory,,,,0,3,0,0.008000795807165343,2
edu.umd.cs.findbugs.classfile.engine.bcel.MethodFactory,,,,0,3,0,0.006807000453734527,2
edu.umd.cs.findbugs.classfile.engine.bcel.MethodGenFactory,,,,0,2,0,0.00573111099426889,4
edu.umd.cs.findbugs.classfile.engine.bcel.NonExceptionPostdominatorsAnalysis,,,,,1,0,4.9E-324,2
edu.umd.cs.findbugs.classfile.engine.bcel.NonExceptionPostdominatorsAnalysisFactory,,,,0,2,0,0.006151588690106666,2
edu.umd.cs.findbugs.classfile.engine.bcel.NonImplicitExceptionPostDominatorsAnalysis,,,,,1,0,4.9E-324,2
edu.umd.cs.findbugs.classfile.engine.bcel.NonImplicitExceptionPostDominatorsAnalysisFactory,,,,0,2,0,0.006257534875710432,2
edu.umd.cs.findbugs.classfile.engine.bcel.ObligationDataflowFactory,1,50,,0,2,0,0.004157290514512377,4
edu.umd.cs.findbugs.classfile.engine.bcel.ParameterSignatureListFactory,,,,0,2,0,0.006956904271530376,2
edu.umd.cs.findbugs.classfile.engine.bcel.ReturnPathDataflowFactory,,,,0,2,0,0.006293665916045962,2
edu.umd.cs.findbugs.classfile.engine.bcel.ReturnPathTypeDataflowFactory,,,,0,2,0,0.005761403879697659,2
edu.umd.cs.findbugs.classfile.engine.bcel.ReverseDepthFirstSearchFactory,,,,0,2,0,0.00672051297860534,2
edu.umd.cs.findbugs.classfile.engine.bcel.StoreDataflowFactory,,,,0,2,0,0.006519528679944974,2
edu.umd.cs.findbugs.classfile.engine.bcel.TypeDataflowFactory,,,,0,2,0,0.008851638825238652,4
edu.umd.cs.findbugs.classfile.engine.bcel.UnconditionalValueDerefDataflowFactory,,,,0,2,0,0.00890943436507785,2
edu.umd.cs.findbugs.classfile.engine.bcel.UnpackedBytecodeCallback,0,0,0,100,1,1,0.009674093503925106,2
edu.umd.cs.findbugs.classfile.engine.bcel.UnpackedCode,0,33,100,0,1,0,0.015242606702803306,2
edu.umd.cs.findbugs.classfile.engine.bcel.UnpackedCodeFactory,,,,0,2,0,0.006720797762043063,2
edu.umd.cs.findbugs.classfile.engine.bcel.UsagesRequiringNonNullValuesFactory,,,,0,2,0,0.005999849931449674,2
edu.umd.cs.findbugs.classfile.engine.bcel.ValueNumberDataflowFactory,,,,0,2,0,0.004557046699276726,3
edu.umd.cs.findbugs.classfile.impl.AbstractScannableCodeBase,37,78,90,9,4,1,0.007162070278451157,6
edu.umd.cs.findbugs.classfile.impl.AbstractScannableCodeBaseEntry,,,,0,1,1,0.008776874144456074,2
edu.umd.cs.findbugs.classfile.impl.AnalysisCache,150,89,95,5,2,0,0.004496338122394874,15
edu.umd.cs.findbugs.classfile.impl.ClassFactory,36,89,,0,9,0,0.006548254846756054,4
edu.umd.cs.findbugs.classfile.impl.ClassPathBuilder,155,86,86,33,1,0,0.006146481294732352,13
edu.umd.cs.findbugs.classfile.impl.ClassPathImpl,0,41,44,76,1,0,0.0074723151828053145,3
edu.umd.cs.findbugs.classfile.impl.DelegatingCodeBaseEntry,0,35,43,83,1,4,0.008928935117027968,2
edu.umd.cs.findbugs.classfile.impl.DelegatingCodeBaseIterator,0,17,50,100,1,2,0.008111795970544056,2
edu.umd.cs.findbugs.classfile.impl.DirectoryCodeBase,14,67,75,10,2,6,0.005181378854364161,4
edu.umd.cs.findbugs.classfile.impl.DirectoryCodeBaseEntry,0,33,20,50,2,4,0.007426863798778281,3
edu.umd.cs.findbugs.classfile.impl.FilesystemCodeBaseLocator,0,14,0,67,2,5,0.009235213153934803,2
edu.umd.cs.findbugs.classfile.impl.NestedZipFileCodeBase,0,60,50,50,2,3,0.004839057167047273,4
edu.umd.cs.findbugs.classfile.impl.NestedZipFileCodeBaseLocator,0,31,30,62,2,5,0.008258896138285763,2
edu.umd.cs.findbugs.classfile.impl.SingleFileCodeBase,99,86,90,5,6,5,0.004897677760938957,5
edu.umd.cs.findbugs.classfile.impl.SingleFileCodeBaseEntry,0,45,50,81,1,4,0.006082928734862435,2
