Component, LCOM2, LCOM3, LCOM5, TCC, LCOM4, LCbC_XScan, MWE, CC
net.sf.freecol.common.model.Map,1092,93,83,3,49,6,0.01521735657957511,111
net.sf.freecol.common.model.Map,1092,93,83,3,49,6,0.01521735657957511,111
net.sf.freecol.common.model.Market,210,88,86,25,5,4,0.0072820989732598805,26
net.sf.freecol.common.model.MarketData,184,85,88,5,4,3,0.009367794973216582,19
net.sf.freecol.common.model.ModelController,,,,0,9,0,0.011395023690007403,12
net.sf.freecol.common.model.ModelMessage,124,74,70,45,2,3,0.009843602367141609,22
net.sf.freecol.common.model.Modifier,159,88,75,30,3,4,0.010221480538756532,34
net.sf.freecol.common.model.Monarch,52,83,84,31,4,4,0.0071115265889219815,44
net.sf.freecol.common.model.Nameable,,,,0,1,0,4.9E-324,3
net.sf.freecol.common.model.Named,,,,0,1,0,4.9E-324,3
net.sf.freecol.common.model.Nation,88,82,84,15,4,2,0.014144487378759216,22
net.sf.freecol.common.model.NationType,,,,0,4,1,0.013157894736842105,23
net.sf.freecol.common.model.Ownable,,,,0,2,0,0.014018691588785047,3
net.sf.freecol.common.model.PathNode,92,86,93,5,1,0,0.010273972602739724,11
net.sf.freecol.common.model.Player,12715,97,96,2,9,7,0.005044026684589888,225
net.sf.freecol.common.model.Player,12715,97,96,2,9,7,0.005044026684589888,225
net.sf.freecol.common.model.Region,404,86,86,11,3,3,0.010559820624009175,18
net.sf.freecol.common.model.Resource,73,72,63,21,5,6,0.010820840470615645,16
net.sf.freecol.common.model.ResourceType,13,67,0,10,5,1,0.010538848606785792,21
net.sf.freecol.common.model.Scope,72,71,70,40,2,2,0.01008234123551356,15
net.sf.freecol.common.model.Settlement,467,92,90,10,10,6,0.008155343998364158,93
net.sf.freecol.common.model.SimpleCombatModel,455,97,95,3,3,0,0.01860561958861156,63
net.sf.freecol.common.model.StanceTradeItem,3,30,0,48,2,4,0.010563380281690139,7
net.sf.freecol.common.model.Tension,16,96,0,40,1,0,0.00925737304622693,12
net.sf.freecol.common.model.Tile,3556,92,91,12,3,13,0.01720056089937216,137
net.sf.freecol.common.model.TileImprovement,479,91,81,14,10,6,0.009587342232632749,23
net.sf.freecol.common.model.TileImprovementType,215,91,92,8,4,2,0.007967776569794341,37
net.sf.freecol.common.model.TileItem,24,56,0,30,6,1,0.011843915680580162,10
net.sf.freecol.common.model.TileItemContainer,496,78,72,19,3,4,0.008710285112737703,32
net.sf.freecol.common.model.TileType,236,91,93,8,5,2,0.008919371169512065,44
net.sf.freecol.common.model.TradeItem,26,62,62,16,4,2,0.011290432073194462,7
net.sf.freecol.common.model.TradeRoute,214,87,79,7,8,5,0.009065804605646443,24
net.sf.freecol.common.model.TradeRouteStop,39,71,72,24,3,0,0.014516978833770757,6
net.sf.freecol.common.model.TransactionListener,,,,0,2,0,0.013888888888888888,2
net.sf.freecol.common.model.Turn,0,55,59,60,1,0,0.01620864939096489,9
net.sf.freecol.common.model.Unit,13892,96,94,6,6,13,0.006177074468871972,323
net.sf.freecol.common.model.UnitTradeItem,3,30,0,48,2,4,0.011773213113750373,9
net.sf.freecol.common.model.UnitType,1069,94,95,7,7,2,0.006004512039515007,63
net.sf.freecol.common.model.WorkLocation,,,,0,3,0,0.013761467889908254,19
net.sf.freecol.common.networking.BuyLandMessage,0,14,0,60,1,0,0.010563380281690139,0
net.sf.freecol.common.networking.Connection,42,77,80,35,1,0,0.005684849320829972,16
net.sf.freecol.common.networking.Message,98,83,80,27,7,0,0.0074121745220279405,12
net.sf.freecol.common.networking.MessageHandler,,,,0,1,0,4.9E-324,3
net.sf.freecol.common.networking.NetworkConstants,,,,,0,0,-2.0,4
net.sf.freecol.common.networking.NetworkReplyObject,5,63,81,30,2,0,0.013381145273345997,4
net.sf.freecol.common.networking.NoRouteToServerException,,,,,1,0,4.9E-324,2
net.sf.freecol.common.networking.ReceivingThread,9,78,90,10,2,0,0.0069352104697934566,16
net.sf.freecol.common.networking.StatisticsMessage,4,50,50,47,1,0,0.011499644927164534,3
net.sf.freecol.common.networking.StealLandMessage,0,33,40,52,1,0,0.011342316734775587,0
net.sf.freecol.common.networking.StreamedMessageHandler,,,,0,2,0,0.012195121951219513,3
net.sf.freecol.common.option.AbstractOption,32,91,66,10,3,0,0.01344190228496385,21
net.sf.freecol.common.option.AudioMixerOption,16,81,75,17,3,2,0.00852535736892463,16
net.sf.freecol.common.option.BooleanOption,9,75,0,33,2,2,0.010250759923530924,14
net.sf.freecol.common.option.FileOption,9,75,0,33,2,2,0.009912066498389507,12
net.sf.freecol.common.option.IntegerOption,14,72,73,10,2,2,0.00972634857270058,22
net.sf.freecol.common.option.LanguageOption,44,82,87,10,3,2,0.008488456587790771,18
net.sf.freecol.common.option.Option,55,100,,0,11,0,0.010067114093959731,12
net.sf.freecol.common.option.OptionGroup,35,73,62,20,5,2,0.010805535634358503,44
net.sf.freecol.common.option.OptionMap,87,74,69,53,2,1,0.0084013570365727,16
net.sf.freecol.common.option.PercentageOption,10,100,,0,3,2,0.01010801806533555,13
net.sf.freecol.common.option.RangeOption,10,100,,0,5,1,0.010489510489510492,12
net.sf.freecol.common.option.SelectOption,37,85,75,10,2,3,0.009229456412479447,18
net.sf.freecol.common.option.StringOption,9,75,0,33,2,2,0.010250759923530924,25
net.sf.freecol.common.resources.ImageResource,15,77,70,30,2,0,0.02793925873087347,16
net.sf.freecol.common.resources.Resource,0,0,,0,1,0,0.020666139971075335,6
net.sf.freecol.common.resources.ResourceFactory,0,0,0,0,1,0,0.04226618705035971,12
net.sf.freecol.common.resources.ResourceManager,41,83,87,19,1,0,0.09673540076348633,34
net.sf.freecol.common.resources.ResourceMapping,0,0,0,100,1,0,0.019733522052699865,4
net.sf.freecol.common.util.ReplayableInputStream,2,58,50,50,2,0,0.01918966650498181,2
net.sf.freecol.common.util.Utils,,,,0,3,0,0.0158730705601153,10
net.sf.freecol.common.util.Xml,,,,0,7,0,0.008945486830224536,2
net.sf.freecol.metaserver.MetaItem,1,67,0,100,1,0,0.011029411764705881,2
net.sf.freecol.metaserver.MetaRegister,0,38,33,60,1,0,0.008590410706435264,7
net.sf.freecol.metaserver.MetaServer,2,74,81,43,1,0,0.007864114503230383,3
net.sf.freecol.metaserver.NetworkHandler,0,57,73,0,1,1,0.00920245398773006,4
net.sf.freecol.server.FreeColServer,721,92,96,11,1,1,0.006523697003504106,140
net.sf.freecol.server.ai.AIColony,181,77,72,24,4,4,0.0039487627381920845,141
net.sf.freecol.server.ai.AIGoods,100,89,70,14,4,6,0.007653647371003375,26
net.sf.freecol.server.ai.AIInGameInputHandler,9,63,70,17,3,7,0.005750763440354453,33
net.sf.freecol.server.ai.AIMain,141,77,71,21,1,2,0.006389777295956903,36
net.sf.freecol.server.ai.AIObject,14,74,62,13,3,2,0.009461116076203088,21
net.sf.freecol.server.ai.AIPlayer,350,88,77,3,18,4,0.006455057954227671,62
net.sf.freecol.server.ai.AIUnit,111,75,72,18,3,6,0.004934316619288922,52
net.sf.freecol.server.ai.ColonialAIPlayer,9,43,0,10,4,3,0.005457726673821383,32
net.sf.freecol.server.ai.ColonyPlan,47,80,75,27,1,0,0.007003686251778558,87
net.sf.freecol.server.ai.EuropeanAIPlayer,0,28,0,28,3,1,0.0049699373852270575,136
net.sf.freecol.server.ai.GoodsWish,16,75,0,0,4,5,0.008241758241758242,27
net.sf.freecol.server.ai.IndianAIPlayer,0,71,80,33,1,2,0.005273792628911057,18
net.sf.freecol.server.ai.NewAIPlayer,172,89,77,27,5,4,0.004839806385438743,23
net.sf.freecol.server.ai.REFAIPlayer,9,43,0,0,2,2,0.00754071388543513,32
net.sf.freecol.server.ai.StandardAIPlayer,249,88,84,23,11,2,0.003595057220020071,67
net.sf.freecol.server.ai.TileImprovementPlan,47,75,66,14,4,4,0.008232578642306879,25
net.sf.freecol.server.ai.Transportable,,,,0,9,0,0.011342316734775587,8
net.sf.freecol.server.ai.Wish,22,78,80,47,5,3,0.010709554278971002,16
net.sf.freecol.server.ai.WorkLocationPlan,14,71,65,36,1,0,0.009302715287836496,25
net.sf.freecol.server.ai.WorkerWish,15,63,12,50,4,5,0.009504173949343395,28
net.sf.freecol.server.ai.mission.BuildColonyMission,16,58,50,33,3,4,0.005906912188397129,81
net.sf.freecol.server.ai.mission.CashInTreasureTrainMission,55,91,,0,8,5,0.00714691106366534,48
net.sf.freecol.server.ai.mission.DefendSettlementMission,10,54,41,48,3,3,0.006366511010085253,52
net.sf.freecol.server.ai.mission.IdleAtColonyMission,21,86,,0,6,4,0.007963802760156237,15
net.sf.freecol.server.ai.mission.IndianBringGiftMission,25,61,41,30,3,3,0.008716487697081316,50
net.sf.freecol.server.ai.mission.IndianDemandMission,36,67,41,30,3,3,0.0069801437351084275,55
net.sf.freecol.server.ai.mission.Mission,208,91,72,3,5,1,0.006281464169753502,99
net.sf.freecol.server.ai.mission.PioneeringMission,48,78,68,42,5,5,0.005544437987800626,80
net.sf.freecol.server.ai.mission.PrivateerMission,68,76,74,13,4,4,0.006661300191632152,61
net.sf.freecol.server.ai.mission.ScoutingMission,91,84,65,11,7,5,0.006310092870104667,67
net.sf.freecol.server.ai.mission.TransportMission,349,81,67,20,6,5,0.004863658447634331,125
net.sf.freecol.server.ai.mission.UnitSeekAndDestroyMission,49,68,50,54,3,3,0.006262179548470465,56
net.sf.freecol.server.ai.mission.UnitWanderHostileMission,21,100,,0,6,4,0.006920302523674789,34
net.sf.freecol.server.ai.mission.UnitWanderMission,21,100,,0,6,3,0.010310401451955494,25
net.sf.freecol.server.ai.mission.WishRealizationMission,0,54,42,71,3,4,0.006393477730606562,35
net.sf.freecol.server.ai.mission.WorkInsideColonyMission,24,78,0,0,5,4,0.009510168560005465,27
net.sf.freecol.server.control.Controller,1,50,,0,2,0,0.011029411764705883,6
net.sf.freecol.server.control.FreeColServerHolder,0,25,0,,1,0,0.01020408163265306,3
net.sf.freecol.server.control.InGameController,88,77,66,11,5,1,0.00482999099455591,398
net.sf.freecol.server.control.InGameInputHandler,2686,79,0,,1,2,0.004711124702272374,87
net.sf.freecol.server.control.InputHandler,13,64,50,0,2,2,0.008616360265456835,7
net.sf.freecol.server.control.PreGameController,3,67,,0,2,1,0.006134265584960926,36
net.sf.freecol.server.control.PreGameInputHandler,16,44,0,,1,2,0.007793466008292394,11
net.sf.freecol.server.control.ServerModelController,4,52,36,47,4,3,0.005341823757267952,23
net.sf.freecol.server.control.UserConnectionHandler,3,50,50,33,2,3,0.0073751213235741745,12
net.sf.freecol.server.generator.IMapGenerator,,,,0,2,0,0.012295081967213115,2
net.sf.freecol.server.generator.LandGenerator,0,65,60,0,1,0,0.00936406336449753,13
net.sf.freecol.server.generator.MapGenerator,57,78,83,33,1,0,0.005434822112190271,38
net.sf.freecol.server.generator.MapGeneratorOptions,230,94,90,7,7,3,0.009923254598420037,11
net.sf.freecol.server.generator.River,3,76,85,33,1,0,0.006034460607319748,17
net.sf.freecol.server.generator.RiverSection,29,71,73,31,1,0,0.010240104836464535,6
net.sf.freecol.server.generator.TerrainGenerator,151,92,93,0,3,0,0.0059814095734597094,50
net.sf.freecol.server.model.ServerModelObject,,,,0,2,0,0.011538461538461539,4
net.sf.freecol.server.model.ServerPlayer,144,82,84,7,4,1,0.008286792738254209,196
net.sf.freecol.server.model.ServerRegion,10,56,50,60,3,0,0.011505592214596327,6
net.sf.freecol.server.networking.DummyConnection,26,74,80,10,4,0,0.009796838718799744,7
net.sf.freecol.server.networking.Server,0,73,79,55,1,0,0.00756454477484683,6
net.sf.freecol.tools.FSGConverter,15,83,,0,3,0,0.016617865840502864,2
net.sf.freecol.tools.MergeTranslations,,,,0,1,0,4.9E-324,5
net.sf.freecol.tools.TranslationReport,6,75,,0,1,0,0.018271234675069702,2
