Component, LCOM2, LCOM3, LCOM5, TCC, LCOM4, LCbC_XScan, MWE, CC
org.jfree.data.RangeInfo,,,,0,3,0,0.012979890310786103,5
org.jfree.data.RangeType,0,72,83,100,1,0,0.01621998219753537,5
org.jfree.data.UnknownKeyException,,,,,1,0,4.9E-324,4
org.jfree.data.Value,,,,0,1,0,4.9E-324,4
org.jfree.data.Values,,,,0,2,0,0.01360153256704981,4
org.jfree.data.Values2D,,,,0,3,0,0.013472485768500946,4
org.jfree.data.category.CategoryDataset,,,,,0,0,-2.0,4
org.jfree.data.category.CategoryToPieDataset,0,58,41,53,2,2,0.013357561903876733,6
org.jfree.data.category.DefaultCategoryDataset,0,58,0,69,1,3,0.016661509429594015,8
org.jfree.data.category.DefaultIntervalCategoryDataset,381,77,70,23,5,2,0.008469918941804632,8
org.jfree.data.category.IntervalCategoryDataset,,,,0,4,0,0.012746858168761222,5
org.jfree.data.contour.ContourDataset,,,,0,9,0,0.009833795013850415,4
org.jfree.data.contour.DefaultContourDataset,191,82,82,24,5,0,0.007735145207547322,5
org.jfree.data.contour.NonGridContourDataset,10,80,,,2,0,0.009357716624721952,4
org.jfree.data.function.Function2D,,,,0,1,0,4.9E-324,4
org.jfree.data.function.LineFunction2D,0,0,,0,1,0,0.012979890310786106,6
org.jfree.data.function.NormalDistributionFunction2D,0,25,50,67,1,0,0.014525770585445068,9
org.jfree.data.function.PowerFunction2D,0,0,,0,1,0,0.012979890310786106,6
org.jfree.data.gantt.GanttCategoryDataset,,,,0,10,0,0.011414790996784564,4
org.jfree.data.gantt.Task,45,76,75,24,2,0,0.04967399876229176,5
org.jfree.data.gantt.TaskSeries,0,0,0,100,1,2,0.011414790996784566,6
org.jfree.data.gantt.TaskSeriesCollection,214,75,47,29,1,2,0.04404920920381851,6
org.jfree.data.general.AbstractDataset,18,72,57,19,3,2,0.020835764610777543,7
org.jfree.data.general.AbstractSeriesDataset,10,100,,0,3,2,0.026902718235781744,5
org.jfree.data.general.CombinationDataset,,,,0,2,0,0.012922700781707442,5
org.jfree.data.general.CombinedDataset,405,80,0,2,2,0,0.008084914199208705,7
org.jfree.data.general.Dataset,,,,0,4,0,0.012633451957295374,4
org.jfree.data.general.DatasetChangeEvent,0,0,,0,1,0,0.012412587412587413,4
org.jfree.data.general.DatasetChangeListener,,,,0,1,0,4.9E-324,4
org.jfree.data.general.DatasetGroup,0,60,0,33,4,0,0.028504269797592224,5
org.jfree.data.general.DatasetUtilities,,,,0,36,0,0.006350156222403928,30
org.jfree.data.general.DefaultKeyedValueDataset,3,65,0,71,4,3,0.020576741068438844,6
org.jfree.data.general.DefaultKeyedValues2DDataset,,,,,0,0,-2.0,5
org.jfree.data.general.DefaultKeyedValuesDataset,,,,,0,0,-2.0,5
org.jfree.data.general.DefaultPieDataset,0,58,0,67,2,3,0.053071114524628434,6
org.jfree.data.general.DefaultValueDataset,1,64,0,100,2,2,0.06254214957256711,5
org.jfree.data.general.KeyedValueDataset,,,,,0,0,-2.0,4
org.jfree.data.general.KeyedValues2DDataset,,,,,0,0,-2.0,4
org.jfree.data.general.KeyedValuesDataset,,,,,0,0,-2.0,4
org.jfree.data.general.PieDataset,,,,,0,0,-2.0,4
org.jfree.data.general.Series,63,78,80,18,2,1,0.021298584835402135,11
org.jfree.data.general.SeriesChangeEvent,,100,,,1,0,4.9E-324,4
org.jfree.data.general.SeriesChangeListener,,,,0,1,0,4.9E-324,4
org.jfree.data.general.SeriesDataset,,,,0,3,0,0.008743842364532019,5
org.jfree.data.general.SeriesException,,100,,,1,0,4.9E-324,4
org.jfree.data.general.SubSeriesDataset,0,33,10,56,1,0,0.008799039263889703,7
org.jfree.data.general.ValueDataset,,,,,0,0,-2.0,4
org.jfree.data.general.WaferMapDataset,121,83,87,9,2,0,0.009357155763990061,5
org.jfree.data.io.CSV,7,58,75,0,2,0,0.009796571607063364,4
org.jfree.data.jdbc.JDBCCategoryDataset,9,57,66,50,2,0,0.009597711401642017,4
org.jfree.data.jdbc.JDBCPieDataset,3,33,0,33,2,0,0.009196891191709843,6
org.jfree.data.jdbc.JDBCXYDataset,130,82,83,18,3,1,0.009818016196151235,6
org.jfree.data.resources.DataPackageResources,,0,,0,1,0,4.9E-324,5
org.jfree.data.resources.DataPackageResources_de,,0,,0,1,0,4.9E-324,5
org.jfree.data.resources.DataPackageResources_es,,0,,0,1,0,4.9E-324,5
org.jfree.data.resources.DataPackageResources_fr,,0,,0,1,0,4.9E-324,5
org.jfree.data.resources.DataPackageResources_pl,,0,,0,1,0,4.9E-324,5
org.jfree.data.resources.DataPackageResources_ru,,0,,0,1,0,4.9E-324,5
org.jfree.data.statistics.BoxAndWhiskerCalculator,,,,0,2,0,0.013789667346317787,4
org.jfree.data.statistics.BoxAndWhiskerCategoryDataset,,,,0,18,0,0.011696869851729822,4
org.jfree.data.statistics.BoxAndWhiskerItem,16,74,85,25,1,0,0.015338475252382923,5
org.jfree.data.statistics.BoxAndWhiskerXYDataset,,,,0,11,0,0.012364894800929411,5
org.jfree.data.statistics.DefaultBoxAndWhiskerCategoryDataset,0,73,75,69,2,2,0.008236658932714623,8
org.jfree.data.statistics.DefaultBoxAndWhiskerXYDataset,132,84,89,24,3,0,0.007959641255605379,8
org.jfree.data.statistics.DefaultStatisticalCategoryDataset,0,72,76,51,2,2,0.008284714119019836,11
org.jfree.data.statistics.HistogramBin,0,63,60,38,2,0,0.025575807877643752,5
org.jfree.data.statistics.HistogramDataset,136,79,50,11,3,4,0.03939775363576228,9
org.jfree.data.statistics.HistogramType,0,72,83,100,1,0,0.011027103388074246,5
org.jfree.data.statistics.MeanAndStandardDeviation,0,60,50,67,1,0,0.012755442184554794,5
org.jfree.data.statistics.Regression,,,,0,4,0,0.012633451957295374,7
org.jfree.data.statistics.SimpleHistogramBin,5,64,60,47,2,0,0.08151503206539588,5
org.jfree.data.statistics.SimpleHistogramDataset,201,81,64,19,5,1,0.03812873616387033,7
org.jfree.data.statistics.StatisticalCategoryDataset,,,,0,4,0,0.013789667346317787,5
org.jfree.data.statistics.Statistics,,,,0,7,0,0.011873061088360363,5
org.jfree.data.time.DateRange,3,62,50,67,3,0,0.017274534144193096,7
org.jfree.data.time.Day,0,88,82,59,2,4,0.010113909050871997,10
org.jfree.data.time.DynamicTimeSeriesCollection,551,91,92,15,3,0,0.00565646835029506,8
org.jfree.data.time.FixedMillisecond,0,59,0,86,3,2,0.017524228147432035,7
org.jfree.data.time.Hour,29,78,75,54,2,4,0.01432704923542772,11
org.jfree.data.time.Millisecond,65,75,72,35,2,3,0.01702197500813052,11
org.jfree.data.time.Minute,52,79,76,45,2,4,0.014128658017997541,9
org.jfree.data.time.Month,43,73,62,55,3,6,0.01622423045230646,12
org.jfree.data.time.MovingAverage,,,,0,4,0,0.01022890959607339,8
org.jfree.data.time.Quarter,0,78,79,55,2,4,0.013282916970114949,9
org.jfree.data.time.RegularTimePeriod,153,100,,0,18,0,0.009494257294537362,8
org.jfree.data.time.Second,75,75,70,34,2,4,0.01146357206637316,9
org.jfree.data.time.SimpleTimePeriod,3,62,33,50,1,0,0.018453087185191893,6
org.jfree.data.time.TimePeriod,,,,0,2,0,0.012862318840579711,4
org.jfree.data.time.TimePeriodAnchor,0,72,83,100,1,0,0.011994664912823205,5
org.jfree.data.time.TimePeriodFormatException,,,,,1,0,4.9E-324,4
org.jfree.data.time.TimePeriodValue,2,63,37,53,2,0,0.024828707693915292,7
org.jfree.data.time.TimePeriodValues,235,87,81,11,2,6,0.01041017828236866,5
org.jfree.data.time.TimePeriodValuesCollection,128,77,61,26,2,3,0.010171228273596811,5
org.jfree.data.time.TimeSeries,582,88,78,19,7,6,0.01715216530004361,21
org.jfree.data.time.TimeSeriesCollection,245,80,67,32,5,7,0.009921556898765933,17
org.jfree.data.time.TimeSeriesDataItem,10,67,37,38,2,0,0.01972163171559273,6
org.jfree.data.time.TimeSeriesTableModel,41,77,66,11,6,1,0.009204732355427209,6
org.jfree.data.time.TimeTableXYDataset,255,79,72,25,5,6,0.020407159513017074,10
org.jfree.data.time.Week,60,77,75,55,5,6,0.014932376755388565,10
org.jfree.data.time.Year,17,78,69,52,2,4,0.020076864213732448,9
org.jfree.data.time.ohlc.OHLC,0,50,75,40,1,0,0.01477372595033531,6
org.jfree.data.time.ohlc.OHLCItem,,,,0,6,0,0.011145996860282573,5
org.jfree.data.time.ohlc.OHLCSeries,,,,0,2,0,0.010260115606936418,6
org.jfree.data.time.ohlc.OHLCSeriesCollection,99,70,54,29,4,3,0.010053028016240782,9
org.jfree.data.xml.CategoryDatasetHandler,0,20,0,50,2,0,0.009379128137384415,5
org.jfree.data.xml.CategorySeriesHandler,0,47,66,50,1,0,0.009504685408299868,5
org.jfree.data.xml.DatasetReader,,,,0,4,0,0.010053550577610995,4
org.jfree.data.xml.DatasetTags,,,,,0,0,-2.0,4
org.jfree.data.xml.ItemHandler,0,54,75,47,1,0,0.010186513629842187,5
org.jfree.data.xml.KeyHandler,1,56,78,0,1,0,0.009722308630945902,5
org.jfree.data.xml.PieDatasetHandler,0,20,0,50,2,0,0.009379128137384415,5
org.jfree.data.xml.RootHandler,0,17,0,60,1,0,0.010889570552147239,5
org.jfree.data.xml.ValueHandler,0,50,66,33,1,0,0.009744006857933904,5
org.jfree.data.xy.AbstractIntervalXYDataset,,,,0,4,0,0.011892797319932999,5
org.jfree.data.xy.AbstractXYDataset,,,,0,3,0,0.010973724884080372,5
org.jfree.data.xy.AbstractXYZDataset,,,,0,1,0,4.9E-324,5
org.jfree.data.xy.CategoryTableXYDataset,74,56,50,34,3,4,0.007816305128436968,9
org.jfree.data.xy.DefaultHighLowDataset,127,83,85,8,2,1,0.010113960113960116,5
org.jfree.data.xy.DefaultIntervalXYDataset,24,53,37,41,1,5,0.010062227328216614,6
org.jfree.data.xy.DefaultOHLCDataset,57,63,50,30,2,1,0.01152097970420662,8
org.jfree.data.xy.DefaultTableXYDataset,181,72,71,32,2,5,0.007233481239052569,8
org.jfree.data.xy.DefaultWindDataset,16,54,50,44,3,1,0.011070748210619505,6
org.jfree.data.xy.DefaultXYDataset,0,40,30,52,2,7,0.027093663839306517,5
org.jfree.data.xy.DefaultXYZDataset,0,44,31,47,2,7,0.01004378852885203,5
org.jfree.data.xy.IntervalXYDataset,,,,0,8,0,0.012412587412587413,5
org.jfree.data.xy.IntervalXYDelegate,96,79,77,22,2,1,0.03417938993029094,8
org.jfree.data.xy.IntervalXYZDataset,,,,0,6,0,0.013679514022040486,4
org.jfree.data.xy.MatrixSeries,25,73,0,22,1,2,0.020532827312438745,6
org.jfree.data.xy.MatrixSeriesCollection,0,59,0,73,3,5,0.014464029035350734,7
org.jfree.data.xy.NormalizedMatrixSeries,0,61,50,60,1,0,0.013559086312784647,7
org.jfree.data.xy.OHLCDataItem,6,71,85,25,1,0,0.02206458626427138,5
org.jfree.data.xy.OHLCDataset,,,,0,10,0,0.013667522019811994,4
org.jfree.data.xy.TableXYDataset,,,,0,1,0,4.9E-324,4
org.jfree.data.xy.Vector,0,14,20,93,1,0,0.015470342714768133,5
org.jfree.data.xy.VectorDataItem,,,,0,6,0,0.011601307189542482,5
org.jfree.data.xy.VectorSeries,,,,0,6,1,0.010319919611284293,8
org.jfree.data.xy.VectorSeriesCollection,0,22,0,57,2,6,0.012706034294466702,5
org.jfree.data.xy.VectorXYDataset,,,,0,3,0,0.01241258741258741,4
org.jfree.data.xy.WindDataset,,,,0,2,0,0.012862318840579711,4
org.jfree.data.xy.XIntervalDataItem,,,,0,5,0,0.011892797319933002,4
org.jfree.data.xy.XIntervalSeries,,,,0,4,0,0.01097372488408037,7
org.jfree.data.xy.XIntervalSeriesCollection,1,29,0,46,2,3,0.011162124478703652,7
org.jfree.data.xy.XYBarDataset,0,48,44,52,2,2,0.01750052914277302,8
org.jfree.data.xy.XYCoordinate,0,25,20,93,2,0,0.01672107487779582,5
org.jfree.data.xy.XYDataItem,11,67,40,39,2,0,0.024033137947377617,8
org.jfree.data.xy.XYDataset,,,,0,6,0,0.011507293354943273,4
org.jfree.data.xy.XYDatasetTableModel,15,40,0,36,4,1,0.009034674601050872,4
org.jfree.data.xy.XYInterval,0,57,80,33,1,0,0.014454852282923682,5
org.jfree.data.xy.XYIntervalDataItem,,,,0,7,0,0.011794019933554816,4
org.jfree.data.xy.XYIntervalSeries,,,,0,4,0,0.010806697108066973,7
org.jfree.data.xy.XYIntervalSeriesCollection,39,37,0,36,1,3,0.013323200658370605,6
org.jfree.data.xy.XYSeries,349,81,58,20,2,6,0.018360198988326873,17
org.jfree.data.xy.XYSeriesCollection,99,70,50,38,2,6,0.012735439235835212,16
org.jfree.data.xy.XYZDataset,,,,0,2,0,0.012862318840579711,4
org.jfree.data.xy.XisSymbolic,,,,0,3,0,0.01322160148975791,5
org.jfree.data.xy.YInterval,0,40,66,50,1,0,0.02171508564116977,5
org.jfree.data.xy.YIntervalDataItem,,,,0,5,0,0.011892797319933002,4
org.jfree.data.xy.YIntervalSeries,,,,0,4,0,0.010973724884080372,7
org.jfree.data.xy.YIntervalSeriesCollection,0,24,0,55,2,3,0.011726446422959448,6
org.jfree.data.xy.YWithXInterval,0,40,66,50,1,0,0.012305025996533799,5
org.jfree.data.xy.YisSymbolic,,,,0,3,0,0.01322160148975791,5
